Number_of_Subscribers,Channel2,Watch_date,Day_name,Month_name,Gender,Race,Province,Time_Bucket,Age_buckets,total_duration_hhmm
1,SuperSport Blitz,2016-02-01,Mon,February,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:02
1,Trace TV,2016-01-17,Sun,January,male,black,Western Cape,Night,Adult 31-64,00:02
2,Cartoon Network,2016-03-04,Fri,March,male,coloured,Western Cape,Night,Adult 31-64,00:03
2,Supersport Live Events,2016-02-25,Thu,February,male,white,Gauteng,Night,Adult 31-64,00:48
1,Supersport Live Events,2016-03-02,Wed,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-18,Fri,March,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,Boomerang,2016-01-21,Thu,January,male,black,Western Cape,Night,Adult 31-64,00:07
2,ICC Cricket World Cup 2011,2016-02-24,Wed,February,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:11
1,ICC Cricket World Cup 2011,2016-02-28,Sun,February,male,indian_asian,Limpopo,Night,Adult 31-64,00:11
1,SuperSport Blitz,2016-03-07,Mon,March,male,black,Kwazulu Natal,Night,Adult 31-64,02:10
1,Channel O,2016-02-05,Fri,February,male,black,Limpopo,Night,Young Adult 19-30,00:02
1,Trace TV,2016-03-03,Thu,March,male,coloured,Gauteng,Night,Young Adult 19-30,00:10
1,Vuzu,2016-01-03,Sun,January,male,black,Gauteng,Night,Adult 31-64,00:02
1,Vuzu,2016-03-31,Thu,March,male,white,Kwazulu Natal,Night,Young Adult 19-30,00:02
1,SuperSport Blitz,2016-03-13,Sun,March,male,coloured,Western Cape,Night,Young Adult 19-30,00:00
1,CNN,2016-01-09,Sat,January,male,coloured,Western Cape,Night,Adult 31-64,00:14
1,Vuzu,2016-02-05,Fri,February,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-01-22,Fri,January,male,coloured,Western Cape,Night,Adult 31-64,00:19
1,SawSee,2016-03-30,Wed,March,male,indian_asian,Limpopo,Night,Adult 31-64,00:01
1,Cartoon Network,2016-03-21,Mon,March,male,black,North West,Night,Adult 31-64,00:00
1,Trace TV,2016-01-09,Sat,January,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,Cartoon Network,2016-03-18,Fri,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:02
1,Cartoon Network,2016-03-28,Mon,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
1,M-Net,2016-03-15,Tue,March,male,black,Gauteng,Night,Adult 31-64,00:04
1,Channel O,2016-03-27,Sun,March,male,black,Kwazulu Natal,Night,Adult 31-64,02:09
1,Vuzu,2016-03-29,Tue,March,female,black,Northern Cape,Night,Adult 31-64,00:00
1,E! Entertainment,2016-03-26,Sat,March,male,coloured,Gauteng,Night,Young Adult 19-30,00:01
2,ICC Cricket World Cup 2011,2016-03-08,Tue,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,01:26
1,Supersport Live Events,2016-03-19,Sat,March,male,black,Eastern Cape,Night,Young Adult 19-30,01:28
1,Africa Magic,2016-03-31,Thu,March,female,white,Eastern Cape,Night,Adult 31-64,00:01
1,Channel O,2016-01-17,Sun,January,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,Trace TV,2016-03-04,Fri,March,male,black,Limpopo,Night,Young Adult 19-30,00:17
1,Trace TV,2016-03-13,Sun,March,male,None,Kwazulu Natal,Night,Adult 31-64,00:01
1,Africa Magic,2016-02-18,Thu,February,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Trace TV,2016-01-12,Tue,January,male,black,Gauteng,Night,Adult 31-64,00:11
1,CNN,2016-01-12,Tue,January,male,black,Western Cape,Night,Adult 31-64,00:00
1,Boomerang,2016-03-01,Tue,March,male,white,Western Cape,Night,Young Adult 19-30,00:01
1,Trace TV,2016-03-29,Tue,March,male,black,Mpumalanga,Night,Adult 31-64,00:31
1,Boomerang,2016-03-08,Tue,March,male,coloured,Kwazulu Natal,Night,Adult 31-64,01:05
1,SawSee,2016-03-27,Sun,March,male,white,Eastern Cape,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-01-29,Fri,January,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,Trace TV,2016-03-01,Tue,March,male,black,Mpumalanga,Night,Young Adult 19-30,00:01
1,ICC Cricket World Cup 2011,2016-02-25,Thu,February,None,None,None,Night,Infant,00:06
1,Africa Magic,2016-01-04,Mon,January,female,indian_asian,Western Cape,Night,Child 1-12,00:02
1,Trace TV,2016-03-27,Sun,March,male,white,Gauteng,Night,Young Adult 19-30,00:10
1,Channel O,2016-03-08,Tue,March,male,coloured,Western Cape,Night,Young Adult 19-30,01:00
1,Cartoon Network,2016-03-29,Tue,March,male,coloured,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-20,Sun,March,male,black,Limpopo,Night,Adult 31-64,00:19
1,SuperSport Blitz,2016-02-12,Fri,February,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,Trace TV,2016-02-18,Thu,February,male,indian_asian,Limpopo,Night,Adult 31-64,00:01
1,Supersport Live Events,2016-02-18,Thu,February,male,None,Gauteng,Night,Young Adult 19-30,00:03
1,Trace TV,2016-02-18,Thu,February,male,coloured,Gauteng,Night,Young Adult 19-30,00:04
1,CNN,2016-03-09,Wed,March,male,black,Northern Cape,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-02-25,Thu,February,male,white,Gauteng,Night,Youth 13-18,00:00
2,Channel O,2016-03-05,Sat,March,male,black,Gauteng,Night,Adult 31-64,00:13
1,Cartoon Network,2016-03-28,Mon,March,male,white,Limpopo,Night,Young Adult 19-30,00:03
1,Africa Magic,2016-01-11,Mon,January,female,black,Gauteng,Night,Young Adult 19-30,00:00
1,Africa Magic,2016-02-23,Tue,February,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-03-19,Sat,March,male,white,Eastern Cape,Night,Young Adult 19-30,00:13
1,Channel O,2016-03-04,Fri,March,male,black,Limpopo,Night,Young Adult 19-30,00:00
1,Africa Magic,2016-01-21,Thu,January,male,black,Gauteng,Night,Adult 31-64,00:01
2,CNN,2016-02-25,Thu,February,male,coloured,Western Cape,Night,Adult 31-64,00:52
1,SuperSport Blitz,2016-03-01,Tue,March,None,None,None,Night,Infant,00:05
1,E! Entertainment,2016-01-21,Thu,January,male,black,Western Cape,Night,Adult 31-64,00:00
1,Channel O,2016-01-28,Thu,January,female,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:04
1,Cartoon Network,2016-03-28,Mon,March,male,black,Gauteng,Night,Adult 31-64,00:00
1,SawSee,2016-02-27,Sat,February,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,MK,2016-03-27,Sun,March,female,other,Limpopo,Night,Young Adult 19-30,00:00
1,Channel O,2016-01-27,Wed,January,male,black,Eastern Cape,Night,Young Adult 19-30,00:06
1,Boomerang,2016-01-05,Tue,January,male,black,Gauteng,Night,Young Adult 19-30,00:43
1,kykNET,2016-02-12,Fri,February,male,black,Western Cape,Night,Young Adult 19-30,00:01
1,CNN,2016-02-25,Thu,February,female,black,Gauteng,Night,Young Adult 19-30,00:02
1,Trace TV,2016-01-21,Thu,January,male,None,Kwazulu Natal,Night,Young Adult 19-30,00:03
1,Supersport Live Events,2016-03-30,Wed,March,male,None,Gauteng,Night,Young Adult 19-30,00:01
1,Supersport Live Events,2016-01-09,Sat,January,male,black,Gauteng,Night,Young Adult 19-30,00:00
3,Channel O,2016-03-12,Sat,March,male,black,Gauteng,Night,Young Adult 19-30,01:36
3,ICC Cricket World Cup 2011,2016-03-29,Tue,March,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:18
1,MK,2016-03-04,Fri,March,male,black,Free State,Night,Young Adult 19-30,00:01
1,SuperSport Blitz,2016-01-09,Sat,January,male,coloured,Western Cape,Night,Young Adult 19-30,00:18
1,SuperSport Blitz,2016-02-12,Fri,February,male,black,Western Cape,Night,Adult 31-64,00:02
1,Africa Magic,2016-02-19,Fri,February,female,black,Mpumalanga,Night,Adult 31-64,00:00
1,E! Entertainment,2016-02-04,Thu,February,male,black,Gauteng,Night,Young Adult 19-30,00:03
1,Trace TV,2016-02-16,Tue,February,male,black,Kwazulu Natal,Morning 5-11am,Young Adult 19-30,03:14
1,Trace TV,2016-01-05,Tue,January,male,white,Gauteng,Night,Adult 31-64,00:01
1,Africa Magic,2016-01-25,Mon,January,female,black,Gauteng,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-02-19,Fri,February,male,None,Gauteng,Night,Young Adult 19-30,00:00
1,Trace TV,2016-02-27,Sat,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:05
1,Boomerang,2016-02-01,Mon,February,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,CNN,2016-02-21,Sun,February,female,coloured,Western Cape,Night,Adult 31-64,00:00
1,Trace TV,2016-03-19,Sat,March,female,black,Gauteng,Night,Young Adult 19-30,00:23
1,Break in transmission,2016-03-01,Tue,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
3,SuperSport Blitz,2016-03-17,Thu,March,male,black,Gauteng,Night,Adult 31-64,00:03
1,Boomerang,2016-02-20,Sat,February,female,coloured,Eastern Cape,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-03-22,Tue,March,male,black,Eastern Cape,Night,Adult 31-64,00:01
1,Africa Magic,2016-01-16,Sat,January,female,black,Gauteng,Night,Adult 31-64,00:02
1,Supersport Live Events,2016-02-16,Tue,February,male,coloured,Limpopo,Night,Young Adult 19-30,00:05
1,CNN,2016-03-13,Sun,March,female,None,Mpumalanga,Night,Adult 31-64,00:00
1,Cartoon Network,2016-03-06,Sun,March,male,black,Free State,Night,Young Adult 19-30,00:00
1,Trace TV,2016-03-22,Tue,March,male,black,North West,Night,Adult 31-64,00:01
1,ICC Cricket World Cup 2011,2016-03-18,Fri,March,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:53
1,Boomerang,2016-01-04,Mon,January,male,coloured,Eastern Cape,Night,Young Adult 19-30,02:58
1,Channel O,2016-02-13,Sat,February,female,indian_asian,Kwazulu Natal,Night,Youth 13-18,00:46
1,SuperSport Blitz,2016-01-11,Mon,January,male,black,Kwazulu Natal,Night,Adult 31-64,00:14
1,Africa Magic,2016-02-15,Mon,February,male,black,Mpumalanga,Night,Adult 31-64,00:00
1,Channel O,2016-02-15,Mon,February,male,black,Limpopo,Night,Young Adult 19-30,00:01
1,Cartoon Network,2016-03-01,Tue,March,male,black,Mpumalanga,Night,Adult 31-64,00:00
1,E! Entertainment,2016-03-14,Mon,March,male,white,Mpumalanga,Night,Young Adult 19-30,00:20
1,Channel O,2016-03-19,Sat,March,female,black,Northern Cape,Night,Adult 31-64,00:06
1,SuperSport Blitz,2016-01-20,Wed,January,male,black,Free State,Night,Adult 31-64,00:05
1,Boomerang,2016-03-27,Sun,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:01
1,Africa Magic,2016-03-24,Thu,March,male,coloured,Gauteng,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-02-19,Fri,February,female,white,Western Cape,Night,Young Adult 19-30,00:17
1,Africa Magic,2016-03-12,Sat,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
2,Trace TV,2016-02-09,Tue,February,male,black,Gauteng,Night,Young Adult 19-30,00:04
2,ICC Cricket World Cup 2011,2016-03-23,Wed,March,male,indian_asian,Free State,Night,Adult 31-64,00:00
1,Boomerang,2016-02-05,Fri,February,male,coloured,Gauteng,Night,Adult 31-64,00:06
1,E! Entertainment,2016-01-13,Wed,January,male,coloured,Western Cape,Night,Adult 31-64,00:15
1,Boomerang,2016-01-01,Fri,January,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-03-06,Sun,March,male,white,Mpumalanga,Night,Adult 31-64,00:00
1,Africa Magic,2016-02-26,Fri,February,male,None,North West,Night,Adult 31-64,00:00
2,Cartoon Network,2016-02-10,Wed,February,male,white,Kwazulu Natal,Night,Adult 31-64,00:09
1,Cartoon Network,2016-03-12,Sat,March,male,None,Gauteng,Night,Adult 31-64,00:00
1,Cartoon Network,2016-01-02,Sat,January,male,black,Free State,Night,Young Adult 19-30,00:05
1,Trace TV,2016-01-26,Tue,January,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Boomerang,2016-02-08,Mon,February,male,coloured,Northern Cape,Night,Young Adult 19-30,00:00
1,Trace TV,2016-02-10,Wed,February,male,black,Eastern Cape,Night,Young Adult 19-30,00:01
1,Boomerang,2016-02-18,Thu,February,male,None,Western Cape,Night,Young Adult 19-30,00:20
1,ICC Cricket World Cup 2011,2016-03-14,Mon,March,male,black,Mpumalanga,Night,Young Adult 19-30,00:05
1,Trace TV,2016-02-28,Sun,February,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,ICC Cricket World Cup 2011,2016-03-02,Wed,March,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:04
1,SawSee,2016-01-17,Sun,January,male,coloured,Western Cape,Night,Adult 31-64,00:01
1,Supersport Live Events,2016-03-12,Sat,March,male,None,Gauteng,Night,Young Adult 19-30,00:00
1,SawSee,2016-03-04,Fri,March,male,black,Free State,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-28,Mon,March,male,white,Limpopo,Night,Young Adult 19-30,00:15
1,Africa Magic,2016-02-18,Thu,February,female,black,Eastern Cape,Night,Youth 13-18,00:14
1,CNN,2016-02-05,Fri,February,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,ICC Cricket World Cup 2011,2016-02-24,Wed,February,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:06
1,Channel O,2016-01-16,Sat,January,male,None,Free State,Night,Young Adult 19-30,00:01
1,Cartoon Network,2016-02-28,Sun,February,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:06
1,SuperSport Blitz,2016-02-12,Fri,February,male,white,Limpopo,Night,Child 1-12,00:02
1,E! Entertainment,2016-01-05,Tue,January,male,coloured,Western Cape,Night,Young Adult 19-30,00:01
1,CNN,2016-02-18,Thu,February,male,black,Eastern Cape,Night,Adult 31-64,00:01
1,Cartoon Network,2016-02-18,Thu,February,male,coloured,Gauteng,Night,Adult 31-64,00:00
1,Africa Magic,2016-02-23,Tue,February,male,black,Limpopo,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-05,Sat,March,male,coloured,Western Cape,Night,Young Adult 19-30,00:07
1,SuperSport Blitz,2016-03-21,Mon,March,male,black,Gauteng,Night,Youth 13-18,00:26
1,Africa Magic,2016-03-18,Fri,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-02-17,Wed,February,male,coloured,Free State,Night,Young Adult 19-30,00:00
1,MK,2016-01-11,Mon,January,male,white,Kwazulu Natal,Night,Young Adult 19-30,00:03
1,SuperSport Blitz,2016-03-02,Wed,March,male,black,Northern Cape,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-03-01,Tue,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:02
1,Cartoon Network,2016-03-11,Fri,March,female,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,M-Net,2016-01-04,Mon,January,male,coloured,Northern Cape,Night,Adult 31-64,00:05
1,SuperSport Blitz,2016-02-07,Sun,February,male,white,Gauteng,Night,Adult 31-64,00:03
1,Channel O,2016-03-13,Sun,March,male,black,Eastern Cape,Night,Adult 31-64,00:10
1,Supersport Live Events,2016-03-05,Sat,March,male,white,Gauteng,Morning 5-11am,Adult 31-64,03:23
1,Channel O,2016-02-24,Wed,February,male,coloured,Western Cape,Night,Adult 31-64,00:06
1,Boomerang,2016-01-31,Sun,January,male,indian_asian,Mpumalanga,Night,Young Adult 19-30,00:09
1,Supersport Live Events,2016-03-18,Fri,March,male,coloured,Eastern Cape,Night,Youth 13-18,00:00
1,SuperSport Blitz,2016-01-15,Fri,January,male,white,Gauteng,Night,Adult 31-64,00:02
1,Trace TV,2016-01-11,Mon,January,female,indian_asian,Gauteng,Night,Young Adult 19-30,00:03
1,Cartoon Network,2016-03-27,Sun,March,male,indian_asian,Eastern Cape,Night,Young Adult 19-30,00:00
1,ICC Cricket World Cup 2011,2016-03-31,Thu,March,female,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Channel O,2016-02-13,Sat,February,male,white,Western Cape,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-02-20,Sat,February,male,coloured,Western Cape,Night,Young Adult 19-30,00:00
1,M-Net,2016-02-20,Sat,February,male,None,Western Cape,Night,Young Adult 19-30,00:03
1,Africa Magic,2016-01-02,Sat,January,male,None,Mpumalanga,Night,Young Adult 19-30,00:00
1,Trace TV,2016-02-12,Fri,February,male,black,Northern Cape,Night,Young Adult 19-30,00:03
1,Africa Magic,2016-02-02,Tue,February,female,black,Kwazulu Natal,Night,Young Adult 19-30,00:02
1,Trace TV,2016-01-08,Fri,January,male,black,Western Cape,Night,Adult 31-64,00:21
1,Cartoon Network,2016-03-07,Mon,March,male,white,Gauteng,Night,Youth 13-18,00:00
1,E! Entertainment,2016-03-03,Thu,March,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-02-19,Fri,February,male,None,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,SawSee,2016-01-21,Thu,January,male,black,Limpopo,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-02-27,Sat,February,female,indian_asian,Gauteng,Night,Young Adult 19-30,00:02
1,SuperSport Blitz,2016-02-03,Wed,February,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-03-10,Thu,March,male,None,Gauteng,Night,Young Adult 19-30,00:05
1,Africa Magic,2016-03-14,Mon,March,male,None,Limpopo,Night,Young Adult 19-30,00:01
1,ICC Cricket World Cup 2011,2016-03-12,Sat,March,male,white,Mpumalanga,Night,Adult 31-64,00:02
1,E! Entertainment,2016-01-29,Fri,January,male,coloured,Gauteng,Night,Young Adult 19-30,00:10
1,Supersport Live Events,2016-03-13,Sun,March,None,None,None,Night,Infant,00:03
1,M-Net,2016-03-28,Mon,March,male,white,Gauteng,Night,Adult 31-64,00:06
1,Channel O,2016-03-26,Sat,March,male,None,Gauteng,Night,Adult 31-64,00:00
2,Supersport Live Events,2016-02-28,Sun,February,male,black,Gauteng,Night,Adult 31-64,00:02
1,E! Entertainment,2016-02-19,Fri,February,male,None,Western Cape,Night,Adult 31-64,00:01
1,Cartoon Network,2016-01-01,Fri,January,female,black,Gauteng,Night,Adult 31-64,00:28
1,Boomerang,2016-01-31,Sun,January,male,black,Limpopo,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-02-25,Thu,February,male,None,Free State,Night,Young Adult 19-30,00:01
1,Cartoon Network,2016-03-23,Wed,March,male,white,Limpopo,Night,Adult 31-64,00:01
1,Supersport Live Events,2016-03-05,Sat,March,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:01
1,Cartoon Network,2016-02-01,Mon,February,female,black,Gauteng,Night,Young Adult 19-30,00:04
1,Channel O,2016-01-05,Tue,January,male,None,Mpumalanga,Night,Young Adult 19-30,00:01
1,kykNET,2016-01-06,Wed,January,male,white,Gauteng,Night,Young Adult 19-30,00:05
1,E! Entertainment,2016-02-12,Fri,February,female,black,Gauteng,Night,Adult 31-64,00:00
1,Trace TV,2016-03-01,Tue,March,male,white,Gauteng,Night,Adult 31-64,00:01
1,Cartoon Network,2016-02-05,Fri,February,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:03
1,SawSee,2016-01-15,Fri,January,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-02-27,Sat,February,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,Break in transmission,2016-02-15,Mon,February,None,None,None,Night,Infant,00:00
1,Trace TV,2016-03-29,Tue,March,male,other,Western Cape,Night,Young Adult 19-30,01:27
1,Channel O,2016-01-25,Mon,January,male,black,North West,Night,Young Adult 19-30,00:24
1,SuperSport Blitz,2016-03-02,Wed,March,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:02
1,SawSee,2016-03-17,Thu,March,male,indian_asian,Limpopo,Night,Adult 31-64,00:00
1,Boomerang,2016-03-01,Tue,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-03-12,Sat,March,male,black,Eastern Cape,Night,Adult 31-64,00:24
1,Cartoon Network,2016-02-20,Sat,February,male,black,Gauteng,Night,Adult 31-64,00:05
1,Boomerang,2016-01-14,Thu,January,male,black,Gauteng,Night,Young Adult 19-30,00:03
1,Boomerang,2016-03-25,Fri,March,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,Trace TV,2016-01-02,Sat,January,male,black,Free State,Night,Adult 31-64,00:08
1,DStv Events 1,2016-03-22,Tue,March,male,black,Gauteng,Night,Adult 31-64,00:03
1,Supersport Live Events,2016-01-30,Sat,January,male,coloured,Gauteng,Night,Young Adult 19-30,00:06
1,ICC Cricket World Cup 2011,2016-03-12,Sat,March,male,None,Eastern Cape,Night,Adult 31-64,00:04
1,Cartoon Network,2016-02-05,Fri,February,male,white,Mpumalanga,Night,Adult 31-64,00:03
1,E! Entertainment,2016-03-01,Tue,March,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-03-28,Mon,March,male,indian_asian,Mpumalanga,Night,Young Adult 19-30,00:01
3,ICC Cricket World Cup 2011,2016-03-15,Tue,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:09
1,Supersport Live Events,2016-01-23,Sat,January,male,indian_asian,Eastern Cape,Night,Young Adult 19-30,00:39
1,Channel O,2016-02-21,Sun,February,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,Africa Magic,2016-03-01,Tue,March,female,black,Western Cape,Night,Adult 31-64,00:00
1,Trace TV,2016-01-16,Sat,January,female,coloured,Gauteng,Night,Young Adult 19-30,00:00
4,Channel O,2016-03-02,Wed,March,male,black,Gauteng,Night,Adult 31-64,01:41
2,Supersport Live Events,2016-03-03,Thu,March,male,black,North West,Night,Adult 31-64,00:01
4,Supersport Live Events,2016-03-20,Sun,March,male,black,Mpumalanga,Night,Adult 31-64,00:02
2,CNN,2016-02-14,Sun,February,male,black,Gauteng,Night,Adult 31-64,00:01
1,Africa Magic,2016-03-14,Mon,March,female,black,Limpopo,Night,Adult 31-64,00:01
1,Africa Magic,2016-02-20,Sat,February,male,black,Gauteng,Night,Young Adult 19-30,00:14
1,Cartoon Network,2016-01-10,Sun,January,male,coloured,Western Cape,Night,Young Adult 19-30,00:01
1,Africa Magic,2016-02-21,Sun,February,female,black,Free State,Night,Young Adult 19-30,00:01
1,CNN,2016-02-27,Sat,February,male,other,Gauteng,Night,Adult 31-64,00:00
1,Channel O,2016-01-22,Fri,January,male,coloured,Western Cape,Night,Young Adult 19-30,00:03
3,Supersport Live Events,2016-03-05,Sat,March,male,white,Eastern Cape,Night,Adult 31-64,00:05
