Number_of_Subscribers,Channel2,Watch_date,Day_name,Month_name,Gender,Race,Province,Time_Bucket,Age_buckets,total_duration_hhmm
1,Africa Magic,2016-02-17,Wed,February,male,coloured,Gauteng,Night,Adult 31-64,00:01
1,Supersport Live Events,2016-03-18,Fri,March,female,black,Limpopo,Night,ELDER +65,00:01
1,SawSee,2016-02-21,Sun,February,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,Channel O,2016-02-25,Thu,February,female,black,Mpumalanga,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-02-23,Tue,February,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,Boomerang,2016-01-22,Fri,January,male,coloured,Eastern Cape,Night,Youth 13-18,00:00
1,Cartoon Network,2016-03-05,Sat,March,female,None,Gauteng,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-03-24,Thu,March,male,None,Kwazulu Natal,Night,Adult 31-64,00:08
1,E! Entertainment,2016-02-17,Wed,February,male,black,Western Cape,Night,Young Adult 19-30,00:00
1,CNN,2016-03-26,Sat,March,male,white,Mpumalanga,Night,Adult 31-64,00:00
1,Channel O,2016-01-01,Fri,January,None,None,None,Night,Infant,00:00
2,SuperSport Blitz,2016-03-08,Tue,March,male,black,Free State,Night,Adult 31-64,00:23
1,Cartoon Network,2016-02-19,Fri,February,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
1,E! Entertainment,2016-03-29,Tue,March,male,black,Gauteng,Night,Young Adult 19-30,00:05
1,SuperSport Blitz,2016-03-12,Sat,March,female,black,Eastern Cape,Night,Adult 31-64,00:01
3,Africa Magic,2016-01-15,Fri,January,male,black,Gauteng,Night,Young Adult 19-30,00:11
1,Africa Magic,2016-03-22,Tue,March,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,Boomerang,2016-02-22,Mon,February,female,black,Eastern Cape,Night,Youth 13-18,00:00
1,Cartoon Network,2016-02-22,Mon,February,male,white,Northern Cape,Night,Young Adult 19-30,00:00
1,Channel O,2016-01-12,Tue,January,male,coloured,Western Cape,Night,Adult 31-64,00:01
2,ICC Cricket World Cup 2011,2016-03-19,Sat,March,male,coloured,Western Cape,Night,Adult 31-64,01:28
1,ICC Cricket World Cup 2011,2016-03-29,Tue,March,male,indian_asian,Northern Cape,Night,Young Adult 19-30,00:18
1,SuperSport Blitz,2016-03-15,Tue,March,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:01
3,ICC Cricket World Cup 2011,2016-03-12,Sat,March,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:20
1,Channel O,2016-02-18,Thu,February,male,black,Limpopo,Night,Young Adult 19-30,00:03
1,Trace TV,2016-03-03,Thu,March,male,black,North West,Night,Adult 31-64,00:02
1,Africa Magic,2016-02-20,Sat,February,male,white,Limpopo,Night,Child 1-12,00:02
1,CNN,2016-02-24,Wed,February,male,black,Eastern Cape,Night,Adult 31-64,01:04
1,Vuzu,2016-02-24,Wed,February,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-02-14,Sun,February,male,black,North West,Night,Young Adult 19-30,00:18
1,CNN,2016-01-11,Mon,January,male,black,Eastern Cape,Night,Adult 31-64,00:02
1,Trace TV,2016-01-23,Sat,January,male,black,Free State,Night,Young Adult 19-30,00:02
1,Boomerang,2016-03-29,Tue,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
1,SawSee,2016-03-13,Sun,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:03
1,SuperSport Blitz,2016-02-03,Wed,February,male,black,Western Cape,Night,Young Adult 19-30,00:06
1,Trace TV,2016-02-04,Thu,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:10
1,Channel O,2016-02-09,Tue,February,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Cartoon Network,2016-02-04,Thu,February,male,None,Gauteng,Night,Young Adult 19-30,00:02
1,Cartoon Network,2016-03-20,Sun,March,male,white,Gauteng,Night,Adult 31-64,00:00
1,Channel O,2016-02-21,Sun,February,male,black,Western Cape,Night,Young Adult 19-30,00:11
1,Africa Magic,2016-03-31,Thu,March,male,None,Gauteng,Night,Young Adult 19-30,00:00
1,Trace TV,2016-01-01,Fri,January,male,coloured,Western Cape,Night,Adult 31-64,00:03
1,Africa Magic,2016-03-23,Wed,March,male,black,Western Cape,Night,Young Adult 19-30,00:00
1,Trace TV,2016-03-20,Sun,March,male,black,Gauteng,Night,Youth 13-18,00:00
1,Supersport Live Events,2016-01-25,Mon,January,male,white,Gauteng,Night,Adult 31-64,00:01
1,Supersport Live Events,2016-03-27,Sun,March,None,None,None,Night,Infant,00:00
1,E! Entertainment,2016-01-23,Sat,January,male,white,Gauteng,Night,Young Adult 19-30,00:02
1,Cartoon Network,2016-03-23,Wed,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-02-21,Sun,February,female,indian_asian,Kwazulu Natal,Night,Youth 13-18,00:20
1,Channel O,2016-01-07,Thu,January,male,None,Western Cape,Night,Adult 31-64,00:03
1,Boomerang,2016-01-05,Tue,January,female,None,Gauteng,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-03-24,Thu,March,female,None,Gauteng,Night,Young Adult 19-30,00:01
1,SawSee,2016-02-16,Tue,February,male,black,Eastern Cape,Night,Adult 31-64,00:00
1,Cartoon Network,2016-03-20,Sun,March,male,white,Kwazulu Natal,Night,Child 1-12,00:01
1,Africa Magic,2016-01-06,Wed,January,female,black,Gauteng,Night,Adult 31-64,00:07
1,Cartoon Network,2016-03-23,Wed,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:11
1,E! Entertainment,2016-03-31,Thu,March,male,white,Western Cape,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-17,Thu,March,male,black,Mpumalanga,Night,Adult 31-64,01:23
1,Channel O,2016-03-29,Tue,March,male,indian_asian,Free State,Night,Child 1-12,00:07
1,SuperSport Blitz,2016-02-28,Sun,February,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:11
1,Africa Magic,2016-01-14,Thu,January,male,black,North West,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-03-06,Sun,March,male,indian_asian,Limpopo,Night,Adult 31-64,00:01
1,SawSee,2016-03-27,Sun,March,None,None,None,Night,Infant,00:01
2,Supersport Live Events,2016-01-14,Thu,January,male,None,Gauteng,Night,Adult 31-64,00:02
1,Cartoon Network,2016-03-01,Tue,March,male,black,Western Cape,Night,Adult 31-64,00:16
3,ICC Cricket World Cup 2011,2016-03-29,Tue,March,male,black,Kwazulu Natal,Night,Adult 31-64,02:58
1,Cartoon Network,2016-01-31,Sun,January,male,white,Western Cape,Night,Adult 31-64,00:01
1,Channel O,2016-03-13,Sun,March,female,black,Kwazulu Natal,Night,Adult 31-64,01:29
3,Cartoon Network,2016-03-26,Sat,March,male,black,Gauteng,Night,Adult 31-64,00:01
1,Supersport Live Events,2016-03-02,Wed,March,male,black,Western Cape,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-01-18,Mon,January,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,Africa Magic,2016-01-30,Sat,January,male,black,Gauteng,Night,Youth 13-18,00:01
1,Channel O,2016-02-19,Fri,February,female,coloured,Eastern Cape,Night,Adult 31-64,01:17
1,CNN,2016-03-31,Thu,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-03-30,Wed,March,male,None,Gauteng,Night,Adult 31-64,01:07
1,Cartoon Network,2016-02-02,Tue,February,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-01-06,Wed,January,female,white,Western Cape,Night,Young Adult 19-30,00:00
1,Trace TV,2016-01-13,Wed,January,male,black,Northern Cape,Night,Young Adult 19-30,00:22
2,Cartoon Network,2016-03-29,Tue,March,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:01
1,Trace TV,2016-01-24,Sun,January,female,black,Eastern Cape,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-03-23,Wed,March,male,white,Mpumalanga,Night,Young Adult 19-30,00:00
1,Channel O,2016-02-27,Sat,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:04
2,Supersport Live Events,2016-03-24,Thu,March,female,indian_asian,Gauteng,Night,Young Adult 19-30,00:03
1,Channel O,2016-03-03,Thu,March,male,black,Free State,Night,Young Adult 19-30,01:23
1,Supersport Live Events,2016-02-03,Wed,February,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,CNN,2016-02-09,Tue,February,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,Channel O,2016-02-10,Wed,February,male,black,Eastern Cape,Night,Young Adult 19-30,00:05
1,Boomerang,2016-03-04,Fri,March,male,coloured,Western Cape,Night,Adult 31-64,00:01
1,CNN,2016-02-02,Tue,February,male,coloured,Western Cape,Night,Adult 31-64,00:07
1,Supersport Live Events,2016-01-12,Tue,January,male,indian_asian,Gauteng,Night,Adult 31-64,00:05
1,Africa Magic,2016-01-15,Fri,January,male,black,Eastern Cape,Night,Adult 31-64,00:00
2,Supersport Live Events,2016-01-29,Fri,January,male,black,Gauteng,Night,Adult 31-64,00:12
1,ICC Cricket World Cup 2011,2016-03-03,Thu,March,male,None,Western Cape,Night,Young Adult 19-30,00:32
1,Supersport Live Events,2016-01-12,Tue,January,male,None,Western Cape,Night,Adult 31-64,00:34
1,Break in transmission,2016-02-21,Sun,February,male,black,Gauteng,Night,Adult 31-64,00:00
2,Trace TV,2016-03-01,Tue,March,male,white,Gauteng,Night,Young Adult 19-30,00:05
1,Channel O,2016-03-09,Wed,March,male,black,Gauteng,Night,Adult 31-64,00:04
1,Boomerang,2016-02-21,Sun,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,Africa Magic,2016-03-24,Thu,March,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-03-24,Thu,March,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:05
1,Africa Magic,2016-02-08,Mon,February,female,black,Gauteng,Night,Young Adult 19-30,00:32
1,Boomerang,2016-02-06,Sat,February,male,white,Mpumalanga,Night,Young Adult 19-30,00:05
1,kykNET,2016-03-06,Sun,March,male,black,North West,Night,Adult 31-64,00:01
1,SuperSport Blitz,2016-02-09,Tue,February,male,black,Gauteng,Night,Young Adult 19-30,00:03
1,E! Entertainment,2016-02-11,Thu,February,female,white,Gauteng,Night,Adult 31-64,00:01
1,SawSee,2016-03-21,Mon,March,male,white,Gauteng,Night,Adult 31-64,00:00
1,E! Entertainment,2016-01-09,Sat,January,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:10
1,SuperSport Blitz,2016-01-07,Thu,January,male,white,Gauteng,Night,Adult 31-64,00:00
1,Channel O,2016-03-11,Fri,March,female,None,Gauteng,Night,Young Adult 19-30,00:00
1,Boomerang,2016-03-25,Fri,March,None,None,None,Night,Adult 31-64,00:00
1,Cartoon Network,2016-02-05,Fri,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:01
1,SuperSport Blitz,2016-03-04,Fri,March,male,black,Kwazulu Natal,Night,Youth 13-18,00:21
1,Supersport Live Events,2016-01-15,Fri,January,male,black,Free State,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-02-22,Mon,February,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:02
1,Trace TV,2016-02-21,Sun,February,female,black,Limpopo,Night,Young Adult 19-30,00:01
1,Supersport Live Events,2016-01-08,Fri,January,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:43
1,Vuzu,2016-03-31,Thu,March,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:00
1,E! Entertainment,2016-03-21,Mon,March,male,black,Mpumalanga,Night,Adult 31-64,00:02
1,Africa Magic,2016-03-10,Thu,March,male,black,Western Cape,Night,Adult 31-64,00:00
1,Africa Magic,2016-02-28,Sun,February,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,Trace TV,2016-02-28,Sun,February,male,coloured,Western Cape,Night,Adult 31-64,00:08
1,DStv Events 1,2016-03-15,Tue,March,male,black,Gauteng,Night,Adult 31-64,00:03
1,Cartoon Network,2016-02-28,Sun,February,male,white,Gauteng,Night,Young Adult 19-30,00:00
1,Trace TV,2016-03-31,Thu,March,male,black,Free State,Night,Adult 31-64,00:00
1,DStv Events 1,2016-01-13,Wed,January,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,Trace TV,2016-03-12,Sat,March,female,black,Gauteng,Night,Young Adult 19-30,00:03
1,ICC Cricket World Cup 2011,2016-03-19,Sat,March,male,white,Gauteng,Night,Young Adult 19-30,00:26
1,Cartoon Network,2016-03-26,Sat,March,male,black,Limpopo,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-01-08,Fri,January,female,black,Mpumalanga,Night,Adult 31-64,00:00
1,Boomerang,2016-02-21,Sun,February,male,white,Gauteng,Night,Adult 31-64,00:03
1,Boomerang,2016-02-20,Sat,February,male,white,Gauteng,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-02-10,Wed,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:03
3,SuperSport Blitz,2016-03-08,Tue,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,Africa Magic,2016-03-08,Tue,March,male,black,Northern Cape,Night,Adult 31-64,00:12
1,SuperSport Blitz,2016-02-16,Tue,February,male,white,Kwazulu Natal,Night,Adult 31-64,00:00
1,E! Entertainment,2016-01-04,Mon,January,male,None,Gauteng,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-01-26,Tue,January,male,coloured,Eastern Cape,Night,Young Adult 19-30,00:13
1,ICC Cricket World Cup 2011,2016-02-26,Fri,February,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:46
1,Trace TV,2016-02-27,Sat,February,male,black,Gauteng,Night,Young Adult 19-30,00:37
1,Cartoon Network,2016-02-04,Thu,February,male,coloured,Free State,Night,Young Adult 19-30,00:00
1,Channel O,2016-02-10,Wed,February,male,coloured,Eastern Cape,Night,Young Adult 19-30,00:29
1,SuperSport Blitz,2016-03-28,Mon,March,male,black,Gauteng,Night,Adult 31-64,00:03
1,Trace TV,2016-01-19,Tue,January,male,white,Kwazulu Natal,Night,Adult 31-64,00:00
1,Cartoon Network,2016-02-27,Sat,February,male,coloured,Western Cape,Night,Young Adult 19-30,00:00
1,Cartoon Network,2016-02-20,Sat,February,male,white,Gauteng,Night,Young Adult 19-30,00:01
1,Supersport Live Events,2016-02-05,Fri,February,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-03-25,Fri,March,male,white,Limpopo,Night,Adult 31-64,00:00
1,Boomerang,2016-02-07,Sun,February,male,black,North West,Night,Young Adult 19-30,00:00
1,Vuzu,2016-01-07,Thu,January,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,Channel O,2016-02-10,Wed,February,male,black,Mpumalanga,Night,Adult 31-64,00:00
1,CNN,2016-01-04,Mon,January,male,black,Mpumalanga,Night,Adult 31-64,00:00
1,E! Entertainment,2016-01-31,Sun,January,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,Boomerang,2016-02-27,Sat,February,male,white,Gauteng,Night,Young Adult 19-30,00:44
1,Supersport Live Events,2016-02-05,Fri,February,male,black,Limpopo,Night,Young Adult 19-30,00:03
1,Trace TV,2016-03-05,Sat,March,female,black,Western Cape,Night,Adult 31-64,00:00
1,Cartoon Network,2016-03-17,Thu,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:01
1,SuperSport Live Events,2016-02-13,Sat,February,male,black,Eastern Cape,Night,Adult 31-64,00:00
1,Boomerang,2016-03-23,Wed,March,male,black,Eastern Cape,Night,Young Adult 19-30,00:25
1,Africa Magic,2016-01-23,Sat,January,female,None,Gauteng,Night,Adult 31-64,00:01
1,Boomerang,2016-02-01,Mon,February,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-13,Sun,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:02
1,CNN,2016-03-18,Fri,March,male,black,Eastern Cape,Night,Adult 31-64,00:02
1,Boomerang,2016-02-04,Thu,February,male,None,Mpumalanga,Night,Adult 31-64,00:03
1,CNN,2016-02-23,Tue,February,male,black,Western Cape,Night,Adult 31-64,00:01
1,Supersport Live Events,2016-03-03,Thu,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-03-18,Fri,March,male,black,Gauteng,Night,Adult 31-64,00:00
1,Trace TV,2016-01-19,Tue,January,male,black,Gauteng,Night,Youth 13-18,00:01
1,kykNET,2016-03-28,Mon,March,male,white,Mpumalanga,Night,Adult 31-64,00:02
1,Cartoon Network,2016-03-28,Mon,March,male,white,Free State,Night,Adult 31-64,00:03
1,Africa Magic,2016-01-15,Fri,January,female,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-03-02,Wed,March,male,coloured,Eastern Cape,Night,Young Adult 19-30,00:07
1,E! Entertainment,2016-02-21,Sun,February,male,black,Western Cape,Night,Young Adult 19-30,00:06
1,Africa Magic,2016-02-25,Thu,February,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-16,Wed,March,male,indian_asian,Gauteng,Night,ELDER +65,00:00
1,Africa Magic,2016-02-05,Fri,February,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-02,Wed,March,male,black,Northern Cape,Night,Adult 31-64,01:35
1,SuperSport Blitz,2016-01-29,Fri,January,male,black,Gauteng,Night,Young Adult 19-30,00:04
1,CNN,2016-02-20,Sat,February,female,white,Gauteng,Night,Young Adult 19-30,00:00
1,ICC Cricket World Cup 2011,2016-03-25,Fri,March,male,white,North West,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-03-19,Sat,March,male,None,Eastern Cape,Night,Young Adult 19-30,00:07
2,Channel O,2016-02-21,Sun,February,male,coloured,Western Cape,Night,Young Adult 19-30,00:02
1,Channel O,2016-01-22,Fri,January,female,black,Free State,Night,Adult 31-64,00:10
1,ICC Cricket World Cup 2011,2016-03-13,Sun,March,male,coloured,Kwazulu Natal,Night,Young Adult 19-30,00:13
1,Boomerang,2016-01-02,Sat,January,female,indian_asian,Eastern Cape,Night,Child 1-12,00:05
3,Cartoon Network,2016-03-13,Sun,March,male,black,Gauteng,Night,Young Adult 19-30,00:11
4,SuperSport Blitz,2016-03-30,Wed,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:44
1,Channel O,2016-01-02,Sat,January,male,None,Mpumalanga,Night,Young Adult 19-30,00:04
2,ICC Cricket World Cup 2011,2016-03-12,Sat,March,male,black,Northern Cape,Night,Adult 31-64,00:15
5,Africa Magic,2016-02-19,Fri,February,male,black,Eastern Cape,Night,Adult 31-64,00:05
1,Cartoon Network,2016-02-25,Thu,February,female,black,Kwazulu Natal,Night,Young Adult 19-30,00:01
1,SuperSport Blitz,2016-01-19,Tue,January,male,black,Limpopo,Night,Adult 31-64,00:02
1,Cartoon Network,2016-03-29,Tue,March,female,black,Northern Cape,Night,Adult 31-64,00:33
2,ICC Cricket World Cup 2011,2016-03-15,Tue,March,male,coloured,Gauteng,Night,Young Adult 19-30,00:26
2,Africa Magic,2016-03-13,Sun,March,male,black,Mpumalanga,Night,Adult 31-64,00:09
1,Trace TV,2016-03-30,Wed,March,female,black,Northern Cape,Night,Adult 31-64,00:00
1,E! Entertainment,2016-03-25,Fri,March,female,black,Northern Cape,Night,Adult 31-64,00:15
2,SuperSport Blitz,2016-01-15,Fri,January,male,black,Gauteng,Night,Young Adult 19-30,00:06
2,ICC Cricket World Cup 2011,2016-02-19,Fri,February,male,indian_asian,Limpopo,Night,Young Adult 19-30,01:07
1,Channel O,2016-02-22,Mon,February,male,black,Western Cape,Night,Young Adult 19-30,00:07
1,Trace TV,2016-01-24,Sun,January,male,coloured,Eastern Cape,Night,Young Adult 19-30,00:18
4,Supersport Live Events,2016-03-26,Sat,March,male,white,Gauteng,Night,Adult 31-64,00:40
2,Channel O,2016-02-22,Mon,February,male,coloured,Gauteng,Night,Young Adult 19-30,00:48
1,SuperSport Blitz,2016-02-28,Sun,February,male,coloured,Eastern Cape,Night,Adult 31-64,00:42
1,Vuzu,2016-02-12,Fri,February,male,None,Western Cape,Night,Adult 31-64,00:00
2,Channel O,2016-01-26,Tue,January,male,black,Limpopo,Night,Young Adult 19-30,00:39
2,Channel O,2016-01-12,Tue,January,male,black,Gauteng,Night,Adult 31-64,00:02
1,Cartoon Network,2016-03-30,Wed,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,CNN,2016-02-22,Mon,February,male,other,Gauteng,Night,Adult 31-64,00:01
1,ICC Cricket World Cup 2011,2016-03-23,Wed,March,male,None,Gauteng,Night,Adult 31-64,00:01
1,Boomerang,2016-03-22,Tue,March,male,coloured,Kwazulu Natal,Night,Adult 31-64,00:00
1,Cartoon Network,2016-01-06,Wed,January,male,coloured,Western Cape,Night,Adult 31-64,00:33
2,ICC Cricket World Cup 2011,2016-02-25,Thu,February,male,white,Gauteng,Night,Young Adult 19-30,00:30
2,Africa Magic,2016-02-26,Fri,February,male,black,Gauteng,Night,Adult 31-64,00:08
7,Supersport Live Events,2016-03-24,Thu,March,male,white,Gauteng,Night,Adult 31-64,02:36
1,SuperSport Blitz,2016-02-22,Mon,February,male,None,Western Cape,Night,Adult 31-64,00:00
2,SuperSport Blitz,2016-03-19,Sat,March,male,coloured,Western Cape,Night,Adult 31-64,00:05
1,Africa Magic,2016-01-20,Wed,January,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,ICC Cricket World Cup 2011,2016-02-21,Sun,February,male,other,Western Cape,Night,Adult 31-64,01:07
4,Supersport Live Events,2016-03-18,Fri,March,male,white,Gauteng,Night,Adult 31-64,01:21
1,Boomerang,2016-01-08,Fri,January,male,None,Gauteng,Night,Adult 31-64,00:00
2,Africa Magic,2016-03-28,Mon,March,male,black,Mpumalanga,Night,Adult 31-64,00:00
1,Cartoon Network,2016-03-13,Sun,March,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-02-17,Wed,February,male,black,Eastern Cape,Night,Adult 31-64,00:08
1,SuperSport Blitz,2016-02-09,Tue,February,male,white,Gauteng,Night,Adult 31-64,00:00
1,SawSee,2016-02-21,Sun,February,male,white,Kwazulu Natal,Night,Adult 31-64,00:01
1,M-Net,2016-02-25,Thu,February,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:06
1,Africa Magic,2016-02-09,Tue,February,female,black,Kwazulu Natal,Night,Adult 31-64,00:30
1,CNN,2016-01-15,Fri,January,male,white,Limpopo,Night,Adult 31-64,00:00
1,MK,2016-03-14,Mon,March,female,black,Gauteng,Night,Adult 31-64,00:00
1,E! Entertainment,2016-01-09,Sat,January,male,black,Limpopo,Night,Youth 13-18,00:00
5,ICC Cricket World Cup 2011,2016-03-19,Sat,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,02:28
1,CNN,2016-03-30,Wed,March,male,indian_asian,Limpopo,Night,Adult 31-64,00:00
1,Africa Magic,2016-02-27,Sat,February,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,Channel O,2016-01-08,Fri,January,male,coloured,Eastern Cape,Night,Adult 31-64,00:03
1,CNN,2016-03-13,Sun,March,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-01-16,Sat,January,male,coloured,Northern Cape,Night,Adult 31-64,00:05
3,Supersport Live Events,2016-03-19,Sat,March,male,coloured,Western Cape,Night,Young Adult 19-30,00:03
1,Supersport Live Events,2016-02-18,Thu,February,male,white,Eastern Cape,Night,Adult 31-64,00:06
2,Cartoon Network,2016-03-08,Tue,March,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:05
1,ICC Cricket World Cup 2011,2016-03-08,Tue,March,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:00
1,Africa Magic,2016-03-05,Sat,March,male,black,Northern Cape,Night,Adult 31-64,00:24
1,ICC Cricket World Cup 2011,2016-03-15,Tue,March,male,white,Limpopo,Night,Adult 31-64,00:07
1,Supersport Live Events,2016-02-09,Tue,February,male,black,Free State,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-02-05,Fri,February,male,black,North West,Night,Adult 31-64,00:00
1,Boomerang,2016-03-18,Fri,March,male,white,Gauteng,Night,Adult 31-64,00:17
1,Africa Magic,2016-02-15,Mon,February,male,black,Gauteng,Night,Adult 31-64,00:00
2,Channel O,2016-03-07,Mon,March,male,coloured,Gauteng,Night,Adult 31-64,00:04
1,SawSee,2016-03-27,Sun,March,female,coloured,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Boomerang,2016-03-18,Fri,March,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:03
1,ICC Cricket World Cup 2011,2016-03-03,Thu,March,male,coloured,Kwazulu Natal,Night,Adult 31-64,00:01
1,E! Entertainment,2016-01-11,Mon,January,male,coloured,Mpumalanga,Night,Adult 31-64,00:00
1,Africa Magic,2016-02-04,Thu,February,male,coloured,Eastern Cape,Night,Adult 31-64,00:00
1,Africa Magic,2016-01-20,Wed,January,male,black,Limpopo,Night,Adult 31-64,00:10
1,SuperSport Blitz,2016-03-28,Mon,March,male,coloured,Western Cape,Night,Young Adult 19-30,00:00
1,Channel O,2016-02-21,Sun,February,male,black,Kwazulu Natal,Night,Youth 13-18,00:00
1,Trace TV,2016-03-04,Fri,March,male,black,Free State,Night,Young Adult 19-30,02:27
1,Supersport Live Events,2016-03-24,Thu,March,female,indian_asian,Limpopo,Night,Adult 31-64,00:00
3,ICC Cricket World Cup 2011,2016-03-25,Fri,March,female,white,Gauteng,Night,Adult 31-64,00:08
1,Supersport Live Events,2016-02-20,Sat,February,female,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-03-19,Sat,March,male,coloured,Eastern Cape,Night,Adult 31-64,00:04
1,CNN,2016-01-13,Wed,January,male,indian_asian,Gauteng,Night,Adult 31-64,00:11
1,CNN,2016-01-03,Sun,January,male,black,Free State,Night,Adult 31-64,00:01
1,Africa Magic,2016-03-08,Tue,March,None,None,None,Night,Infant,00:00
1,SuperSport Blitz,2016-03-24,Thu,March,female,black,Gauteng,Night,Adult 31-64,00:01
1,Channel O,2016-03-12,Sat,March,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,M-Net,2016-02-21,Sun,February,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,Trace TV,2016-02-18,Thu,February,male,black,Gauteng,Night,Youth 13-18,00:02
2,Cartoon Network,2016-03-11,Fri,March,male,black,Gauteng,Night,Young Adult 19-30,00:12
1,Africa Magic,2016-03-15,Tue,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
3,Supersport Live Events,2016-01-14,Thu,January,male,black,Gauteng,Night,Adult 31-64,00:35
1,Channel O,2016-02-18,Thu,February,male,coloured,Eastern Cape,Night,Adult 31-64,00:00
3,Trace TV,2016-02-19,Fri,February,male,coloured,Western Cape,Night,Adult 31-64,02:12
1,Africa Magic,2016-03-18,Fri,March,male,black,Northern Cape,Night,Adult 31-64,00:02
1,Boomerang,2016-03-27,Sun,March,male,black,Gauteng,Night,Young Adult 19-30,00:20
1,Supersport Live Events,2016-03-04,Fri,March,female,white,Eastern Cape,Night,Adult 31-64,00:02
1,ICC Cricket World Cup 2011,2016-02-26,Fri,February,male,black,Western Cape,Night,Adult 31-64,00:03
1,M-Net,2016-02-13,Sat,February,male,coloured,Western Cape,Night,Young Adult 19-30,00:03
